"value" "AUC" "True prevalence" "type" "mean" "lower CI" "upper CI" "size.interval"
"1769" 0.2356 "0.9" 0.04 "Max Youden - uncorrected" 0.045377014562675 0.0240216353802102 0.0660641944531006 0.0420425590728904
"1770" 0.0181 "0.9" 0.04 "High specificity - uncorrected" 0.0409568760529125 0.0242290748898676 0.0592436974789916 0.035014622589124
"1771" 0.1905 "0.95" 0.04 "Max Youden - uncorrected" 0.0503379133076446 0.0345098039215686 0.0663278603075319 0.0318180563859633
"1772" 0.0224 "0.95" 0.04 "High specificity - uncorrected" 0.0365602515098983 0.0273386034255599 0.0468670402445236 0.0195284368189637
"1773" 0.298 "0.9" 0.08 "Max Youden - uncorrected" 0.103780842190798 0.0838883602917855 0.124382716049383 0.0404943557575975
"1774" 0.027 "0.9" 0.08 "High specificity - uncorrected" 0.0838048326791562 0.061569016881827 0.106331168831169 0.044762151949342
"1775" 0.3281 "0.8" 0.01 "Max Youden - uncorrected" 0.0290173177701797 -0.00628084342754629 0.0623336291038155 0.0686144725313618
"1776" 0.0118 "0.8" 0.01 "High specificity - uncorrected" 0.0264076037185116 -0.00707547169811374 0.0603864734299504 0.0674619451280641
"1777" 0.2402 "0.9" 0.08 "Max Youden - uncorrected" 0.0793511005729552 0.0574659231722427 0.100337526848726 0.0428716036764833
"1778" 0.0248 "0.9" 0.08 "High specificity - uncorrected" 0.0759942478401197 0.0519480519480515 0.0979052823315122 0.0459572303834607
"1779" 0.2128 "0.95" 0.08 "Max Youden - uncorrected" 0.0763389854375893 0.0588948787061996 0.0937336130047193 0.0348387342985197
"1780" 0.0379 "0.95" 0.08 "High specificity - uncorrected" 0.0718421926988246 0.061218836565097 0.0839944003733085 0.0227755638082115
"1781" 0.2313 "0.95" 0.08 "Max Youden - uncorrected" 0.0836559132711241 0.0668270515904839 0.0997624703087887 0.0329354187183048
"1782" 0.0422 "0.95" 0.08 "High specificity - uncorrected" 0.0895231163029896 0.076821541710665 0.101646791595684 0.024825249885019
"1785" 0.2245 "0.9" 0.04 "Max Youden - uncorrected" 0.0504084571696061 0.0308699719363892 0.0710340595274624 0.0401640875910732
"1786" 0.0217 "0.9" 0.04 "High specificity - uncorrected" 0.0527325435639159 0.0306553911205075 0.0692798541476759 0.0386244630271684
"1787" 0.1786 "0.95" 0.01 "Max Youden - uncorrected" 0.00497727145306814 -0.0113182423435419 0.0216365066876475 0.0329547490311894
"1788" 0.0164 "0.95" 0.01 "High specificity - uncorrected" 0.0165540706851402 0.00611376927166393 0.0260831122900089 0.019969343018345
"1789" 0.2656 "0.9" 0.08 "Max Youden - uncorrected" 0.0983779273241833 0.0768867924528301 0.119987661937076 0.0431008694842459
"1790" 0.0295 "0.9" 0.08 "High specificity - uncorrected" 0.101380307243727 0.0787139689578713 0.125 0.0462860310421287
"1791" 0.2255 "0.9" 0.04 "Max Youden - uncorrected" 0.0334567124988061 0.0117297466374727 0.0544523735650014 0.0427226269275287
"1792" 0.017 "0.9" 0.04 "High specificity - uncorrected" 0.0367510984921445 0.0163934426229503 0.0561855670103088 0.0397921243873585
"1793" 0.2043 "0.95" 0.08 "Max Youden - uncorrected" 0.0781060812667568 0.0619935170178283 0.0933544303797468 0.0313609133619185
"1794" 0.0371 "0.95" 0.08 "High specificity - uncorrected" 0.0749341225979039 0.0608272506082726 0.0877727042110603 0.0269454536027877
"1797" 0.2003 "0.95" 0.08 "Max Youden - uncorrected" 0.0842020287409386 0.0660026560424965 0.101518270715389 0.0355156146728925
"1798" 0.0408 "0.95" 0.08 "High specificity - uncorrected" 0.0800364058764283 0.0691841234840136 0.0919908466819222 0.0228067231979086
"1799" 0.1939 "0.95" 0.08 "Max Youden - uncorrected" 0.0709957966905752 0.0549132947976879 0.0859598853868196 0.0310465905891317
"1800" 0.0371 "0.95" 0.08 "High specificity - uncorrected" 0.0694336818174437 0.0566893424036282 0.0815319548872179 0.0248426124835897
"1801" 0.2096 "0.95" 0.08 "Max Youden - uncorrected" 0.0880687165394514 0.073247571541087 0.103219942871981 0.029972371330894
"1802" 0.0416 "0.95" 0.08 "High specificity - uncorrected" 0.0816146302483633 0.067732115677321 0.0947420634920635 0.0270099478147425
"1803" 0.261 "0.9" 0.08 "Max Youden - uncorrected" 0.0716108279977153 0.0488993710691822 0.0937597503900157 0.0448603793208335
"1804" 0.0253 "0.9" 0.08 "High specificity - uncorrected" 0.0736679031916828 0.0491360691144702 0.0956310679611653 0.0464949988466951
"1805" 0.2059 "0.9" 0.01 "Max Youden - uncorrected" 0.0196052518869214 -0.00274016763378453 0.0414564943253468 0.0441966619591313
"1806" 0.0156 "0.9" 0.01 "High specificity - uncorrected" 0.0214535063222799 0.00654205607476667 0.0339607201309328 0.0274186640561661
"1807" 0.148 "0.95" 0.01 "Max Youden - uncorrected" 0.0304145751143145 0.0145772594752188 0.0452766179540709 0.0306993584788521
"1808" 0.0164 "0.95" 0.01 "High specificity - uncorrected" 0.0155790687471421 0.00621761658031077 0.0243055555555552 0.0180879389752444
"1809" 0.228 "0.9" 0.04 "Max Youden - uncorrected" 0.0365087347565941 0.0153920933246923 0.0581605049594228 0.0427684116347305
"1810" 0.0157 "0.9" 0.04 "High specificity - uncorrected" 0.0294684619810879 0.00704225352112729 0.0461026615969584 0.0390604080758311
"1815" 0.2159 "0.9" 0.01 "Max Youden - uncorrected" 0.0110794994200451 -0.0096948506039415 0.0321835540498924 0.0418784046538339
"1816" 0.0144 "0.9" 0.01 "High specificity - uncorrected" 0.0191036228904036 0.00434362934362886 0.031011045029736 0.0266674156861071
"1817" 0.1641 "0.95" 0.04 "Max Youden - uncorrected" 0.0193131376985544 0.00120675784392615 0.0354085603112839 0.0342018024673578
"1818" 0.0238 "0.95" 0.04 "High specificity - uncorrected" 0.0350495532469227 0.0262382075471695 0.0437872535534156 0.0175490460062461
"1819" 0.2505 "0.9" 0.08 "Max Youden - uncorrected" 0.0799789900862233 0.0575899843505476 0.10063946406821 0.0430494797176624
"1820" 0.0276 "0.9" 0.08 "High specificity - uncorrected" 0.0835866752363189 0.0634458672875431 0.104148278905561 0.0407024116180179
"1821" 0.1311 "0.95" 0.01 "Max Youden - uncorrected" 0.00277692364189037 -0.014308638673442 0.0175899186138095 0.0318985572872515
"1822" 0.0153 "0.95" 0.01 "High specificity - uncorrected" 0.0128450799576962 0.00232198142414892 0.0252926421404682 0.0229706607163193
"1823" 0.175 "0.95" 0.04 "Max Youden - uncorrected" 0.0457559478261163 0.0303701772679873 0.0621807967313585 0.0318106194633712
"1824" 0.0201 "0.95" 0.04 "High specificity - uncorrected" 0.0299593463849958 0.0200000000000001 0.0404454865181713 0.0204454865181712
"1827" 0.3274 "0.85" 0.04 "Max Youden - uncorrected" 0.0501225843794512 0.0195075757575757 0.0803370786516853 0.0608295028941096
"1828" 0.0155 "0.85" 0.04 "High specificity - uncorrected" 0.0516683022811435 0.015970515970517 0.0809037900874627 0.0649332741169457
"1829" 0.2201 "0.9" 0.01 "Max Youden - uncorrected" 0.021104339150223 0 0.0423135464231355 0.0423135464231355
"1830" 0.0111 "0.9" 0.01 "High specificity - uncorrected" 0.00630022350751915 -0.0101822079314041 0.0218423551756882 0.0320245631070923
"1831" 0.2927 "0.85" 0.08 "Max Youden - uncorrected" 0.0722324527021638 0.0459010200226672 0.0981851179673322 0.052284097944665
"1832" 0.0205 "0.85" 0.08 "High specificity - uncorrected" 0.0769137293529501 0.0447530864197533 0.106878306878307 0.0621252204585537
"1833" 0.1541 "0.95" 0.01 "Max Youden - uncorrected" 0.00823564323381338 -0.0081664910432035 0.0241640543364681 0.0323305453796716
"1834" 0.0162 "0.95" 0.01 "High specificity - uncorrected" 0.0152192004843364 0.0048296898830707 0.0241280458671763 0.0192983559841056
"1835" 0.1382 "0.95" 0.01 "Max Youden - uncorrected" 0.00847174759536028 -0.0071353065539113 0.0233971044467425 0.0305324110006538
"1836" 0.0134 "0.95" 0.01 "High specificity - uncorrected" 0.00957315579946619 -0.000306560392397268 0.0187413234613605 0.0190478838537578
"1837" 0.2151 "0.9" 0.01 "Max Youden - uncorrected" 0.00198062364213243 -0.022563459730492 0.02460024600246 0.047163705732952
"1838" 0.0119 "0.9" 0.01 "High specificity - uncorrected" 0.00864363704574423 -0.00759345794392505 0.0224232887490167 0.0300167466929417
"1841" 0.1808 "0.95" 0.04 "Max Youden - uncorrected" 0.0391863474446914 0.0230992608236537 0.0540155440414509 0.0309162832177972
"1842" 0.0252 "0.95" 0.04 "High specificity - uncorrected" 0.0420990451917628 0.0312699425654117 0.0524822695035461 0.0212123269381344
"1845" 0.1469 "0.95" 0.01 "Max Youden - uncorrected" 0.0199305489451015 0.00534188034188035 0.0349895941727366 0.0296477138308563
"1846" 0.0161 "0.95" 0.01 "High specificity - uncorrected" 0.0136213209599075 0.00584944048830104 0.0214060387561966 0.0155565982678956
"1851" 0.2179 "0.95" 0.08 "Max Youden - uncorrected" 0.0721236874249124 0.0558997844827588 0.0877893056664007 0.0318895211836419
"1852" 0.0294 "0.95" 0.08 "High specificity - uncorrected" 0.066549339973138 0.0522759601706968 0.0823211875843454 0.0300452274136486
"1853" 0.2629 "0.9" 0.04 "Max Youden - uncorrected" 0.055410340811237 0.0341158059467919 0.077028258887876 0.0429124529410841
"1854" 0.0229 "0.9" 0.04 "High specificity - uncorrected" 0.0534305719507249 0.028325123152709 0.07008547008547 0.041760346932761
"1855" 0.3302 "0.85" 0.08 "Max Youden - uncorrected" 0.0951562921245619 0.0672929447852759 0.123240707325875 0.0559477625405991
"1856" 0.0219 "0.85" 0.08 "High specificity - uncorrected" 0.0944296032202341 0.0549199084668183 0.127840909090909 0.0729210006240907
"1861" 0.1782 "0.95" 0.04 "Max Youden - uncorrected" 0.0367429299320952 0.018323901913231 0.0544633368756641 0.0361394349624331
"1862" 0.0234 "0.95" 0.04 "High specificity - uncorrected" 0.0355884023206067 0.0240963855421686 0.0463062098501073 0.0222098243079387
"1863" 0.1675 "0.95" 0.01 "Max Youden - uncorrected" 0.0229514803615151 0.00761828388131521 0.0386530398322852 0.03103475595097
"1864" 0.0145 "0.95" 0.01 "High specificity - uncorrected" 0.0113889870022465 -0.00272851296043664 0.0215792054928885 0.0243077184533251
"1867" 0.1685 "0.95" 0.04 "Max Youden - uncorrected" 0.0323803236476981 0.0156250000000001 0.0486550632911392 0.0330300632911391
"1868" 0.0259 "0.95" 0.04 "High specificity - uncorrected" 0.042422333369121 0.032741398446171 0.0523255813953489 0.0195841829491779
"1869" 0.1634 "0.95" 0.01 "Max Youden - uncorrected" 0.0100332564732416 -0.00524796641301496 0.0261126833033187 0.0313606497163337
"1870" 0.0148 "0.95" 0.01 "High specificity - uncorrected" 0.0104352729274044 -0.000299401197604757 0.0211301044634376 0.0214295056610424
"1871" 0.1787 "0.95" 0.04 "Max Youden - uncorrected" 0.0448709180508145 0.0290697674418605 0.0612062356248404 0.0321364681829799
"1872" 0.0247 "0.95" 0.04 "High specificity - uncorrected" 0.0351177704064975 0.0230934479054778 0.0474590508189835 0.0243656029135057
"1875" 0.177 "0.95" 0.08 "Max Youden - uncorrected" 0.0767092822080252 0.0615487316421896 0.093585005279831 0.0320362736376414
"1876" 0.0377 "0.95" 0.08 "High specificity - uncorrected" 0.0761038065130465 0.0606484069312466 0.0919010669253154 0.0312526599940688
"1877" 0.1651 "0.95" 0.04 "Max Youden - uncorrected" 0.0311654440854697 0.0146099660840074 0.0477054705729841 0.0330955044889767
"1878" 0.0209 "0.95" 0.04 "High specificity - uncorrected" 0.0327752849256159 0.0222887558216897 0.0428887659103488 0.0206000100886591
"1881" 0.1861 "0.95" 0.04 "Max Youden - uncorrected" 0.0433727891362693 0.0266808964781217 0.0606540084388186 0.0339731119606969
"1882" 0.0238 "0.95" 0.04 "High specificity - uncorrected" 0.0379513113091036 0.0266884531590415 0.0514739229024942 0.0247854697434527
"1885" 0.2369 "0.9" 0.01 "Max Youden - uncorrected" 0.0195309528003582 -0.0030536804885889 0.0417971195992485 0.0448508000878374
"1886" 0.013 "0.9" 0.01 "High specificity - uncorrected" 0.0133323433681251 -0.00242483026188194 0.0277310924369745 0.0301559226988564
"1905" 0.1913 "0.95" 0.08 "Max Youden - uncorrected" 0.0815782812048412 0.0660728529646371 0.0969507427677874 0.0308778898031503
"1906" 0.0387 "0.95" 0.08 "High specificity - uncorrected" 0.0745271426412336 0.0605981112277023 0.0872466633712305 0.0266485521435282
"1907" 0.2692 "0.9" 0.04 "Max Youden - uncorrected" 0.0501103671925362 0.0260234846080609 0.0744451294697904 0.0484216448617295
"1908" 0.0166 "0.9" 0.04 "High specificity - uncorrected" 0.0331121275430804 0.0133196721311472 0.0509072580645161 0.0375875859333689
"1909" 0.2785 "0.85" 0.01 "Max Youden - uncorrected" -0.00533365374622815 -0.0360451067257351 0.0270833333333333 0.0631284400590684
"1910" 0.011 "0.85" 0.01 "High specificity - uncorrected" 0.011911116819847 -0.0182926829268292 0.0487483530961797 0.0670410360230089
"1911" 0.1723 "0.95" 0.04 "Max Youden - uncorrected" 0.0565233652194408 0.0380047505938241 0.0748325605358063 0.0368278099419822
"1912" 0.025 "0.95" 0.04 "High specificity - uncorrected" 0.0388763743296545 0.0265957446808514 0.0508559919436052 0.0242602472627538
"1921" 0.2249 "0.95" 0.08 "Max Youden - uncorrected" 0.0802870961263015 0.064327485380117 0.0954721862871929 0.0311447009070759
"1922" 0.0438 "0.95" 0.08 "High specificity - uncorrected" 0.086529366083265 0.0744495944380071 0.0974899148363965 0.0230403203983894
"1929" 0.1485 "0.95" 0.01 "Max Youden - uncorrected" 0.0176922606168789 0.00171685155837306 0.0332989158492515 0.0315820642908784
"1930" 0.0182 "0.95" 0.01 "High specificity - uncorrected" 0.0180313721557003 0.00810014727540521 0.0279776179056755 0.0198774706302703
"1933" 0.1867 "0.95" 0.04 "Max Youden - uncorrected" 0.0425662650730871 0.0231629392971244 0.059430512016719 0.0362675727195946
"1934" 0.0223 "0.95" 0.04 "High specificity - uncorrected" 0.0362077227112197 0.026070763500931 0.0463709677419354 0.0203002042410044
"1959" 0.1522 "0.95" 0.01 "Max Youden - uncorrected" 0.0087591547492008 -0.00620782726045875 0.0239228125826064 0.0301306398430651
"1960" 0.0131 "0.95" 0.01 "High specificity - uncorrected" 0.00726958600309805 -0.00168634064080957 0.016393442622951 0.0180797832637606
"1963" 0.1928 "0.95" 0.08 "Max Youden - uncorrected" 0.0682752302974516 0.051746956061408 0.0835488877392654 0.0318019316778574
"1964" 0.0346 "0.95" 0.08 "High specificity - uncorrected" 0.0695098800937257 0.0579784504874293 0.081081081081081 0.0231026305936517
"1969" 0.1382 "0.95" 0.01 "Max Youden - uncorrected" 0.00371297232192572 -0.0123192287091592 0.0192357681310111 0.0315549968401703
"1970" 0.0153 "0.95" 0.01 "High specificity - uncorrected" 0.0141489678899506 0 0.0261146496815286 0.0261146496815286
"1976" 0.2095 "0.95" 0.08 "Max Youden - uncorrected" 0.0775300834403061 0.060855700239171 0.0943271767810025 0.0334714765418315
"1977" 0.0397 "0.95" 0.08 "High specificity - uncorrected" 0.078331333991509 0.0642772511848343 0.0924119241192412 0.0281346729344069
"1984" 0.2589 "0.9" 0.08 "Max Youden - uncorrected" 0.0893233458205086 0.0680198326619152 0.110192423331329 0.0421725906694138
"1985" 0.0225 "0.9" 0.08 "High specificity - uncorrected" 0.0687455831604225 0.0474747474747479 0.0885972108285482 0.0411224633538003
"1988" 0.2116 "0.95" 0.08 "Max Youden - uncorrected" 0.0746419714583334 0.058445040214477 0.0908018867924527 0.0323568465779757
"1989" 0.0304 "0.95" 0.08 "High specificity - uncorrected" 0.0611903762147265 0.0489749430523915 0.0740528128587831 0.0250778698063916
"1990" 0.3025 "0.85" 0.04 "Max Youden - uncorrected" 0.0360417151474718 0.00703399765533421 0.0639252336448598 0.0568912359895256
"1991" 0.0153 "0.85" 0.04 "High specificity - uncorrected" 0.0422543693779925 -0.00102040816326519 0.0806938159879331 0.0817142241511983
"1994" 0.1439 "0.95" 0.01 "Max Youden - uncorrected" 0.00506655953031153 -0.010669511869832 0.0212460896767466 0.0319156015465786
"1995" 0.0095 "0.95" 0.01 "High specificity - uncorrected" -0.00110447546383673 -0.0107526881720429 0.0105042016806723 0.0212568898527152
"2022" 0.1232 "0.95" 0.01 "Max Youden - uncorrected" -0.00738355675026467 -0.0232342007434945 0.0100263852242745 0.033260585967769
"2023" 0.0124 "0.95" 0.01 "High specificity - uncorrected" 0.00746757743922863 0.000554323725055371 0.0152692948362023 0.0147149711111469
"2028" 0.2017 "0.95" 0.04 "Max Youden - uncorrected" 0.0396144229333245 0.0245111170640236 0.0562700964630226 0.031758979398999
"2029" 0.0282 "0.95" 0.04 "High specificity - uncorrected" 0.0460090770576991 0.0296031229668181 0.0589731729879743 0.0293700500211562
"2208" 0.3211 "0.85" 0.04 "Max Youden - uncorrected" 0.0328391080168318 0.00324180015255537 0.0607476635514018 0.0575058633988464
"2209" 0.0128 "0.85" 0.04 "High specificity - uncorrected" 0.0296153034089096 -0.0148247978436656 0.0685483870967734 0.083373184940439
"2218" 0.3336 "0.8" 0.01 "Max Youden - uncorrected" 0.00180310489708594 -0.0339827820570911 0.0362288135593223 0.0702115956164134
"2219" 0.0078 "0.8" 0.01 "High specificity - uncorrected" -0.0301120653188703 -0.0868544600938976 0.0368098159509196 0.123664276044817
"2224" 0.3722 "0.8" 0.08 "Max Youden - uncorrected" 0.0764839117577476 0.0420624151967434 0.112703165098375 0.0706407499016316
"2225" 0.0151 "0.8" 0.08 "High specificity - uncorrected" 0.0631960529985549 0.0133587786259527 0.105194805194805 0.0918360265688523
"2228" 0.2807 "0.85" 0.04 "Max Youden - uncorrected" 0.03227206767121 0.00476016111314525 0.0599710982658958 0.0552109371527505
"2229" 0.0159 "0.85" 0.04 "High specificity - uncorrected" 0.048028770024431 0.0168738898756662 0.0779220779220784 0.0610481880464122
"2250" 0.2766 "0.85" 0.01 "Max Youden - uncorrected" 0.0219018731336517 -0.00740318906605925 0.0496639283047053 0.0570671173707646
"2251" 0.0138 "0.85" 0.01 "High specificity - uncorrected" 0.0312913438431331 -0.00231839258114349 0.059354838709678 0.0616732312908215
"2262" 0.2204 "0.9" 0.01 "Max Youden - uncorrected" -0.000169762382907079 -0.0237483953786907 0.0213299874529486 0.0450783828316393
"2263" 0.0093 "0.9" 0.01 "High specificity - uncorrected" -0.00256085647009616 -0.0227544910179642 0.0170794192997438 0.039833910317708
"2266" 0.236 "0.9" 0.04 "Max Youden - uncorrected" 0.0398026853931059 0.0185963777490299 0.0612654320987652 0.0426690543497353
"2267" 0.019 "0.9" 0.04 "High specificity - uncorrected" 0.0396705332924012 0.0197710718002082 0.0586363636363642 0.038865291836156
"2274" 0.2265 "0.9" 0.04 "Max Youden - uncorrected" 0.0220919909831865 0.000468457214241048 0.041679530719358 0.041211073505117
"2275" 0.0177 "0.9" 0.04 "High specificity - uncorrected" 0.0357375189663899 0.0136363636363634 0.0561983471074382 0.0425619834710748
"2280" 0.2463 "0.9" 0.08 "Max Youden - uncorrected" 0.0688100218342209 0.0474913221836542 0.0889712696941614 0.0414799475105072
"2281" 0.0232 "0.9" 0.08 "High specificity - uncorrected" 0.0701369563046752 0.0512295081967213 0.0919421487603308 0.0407126405636095
"2288" 0.2987 "0.8" 0.04 "Max Youden - uncorrected" 0.0455074152385013 0.0145324347093511 0.0780599500416322 0.0635275153322811
"2289" 0.012 "0.8" 0.04 "High specificity - uncorrected" 0.0387662058529991 -0.0373831775700946 0.105405405405406 0.142788582975501
"2290" 0.3197 "0.85" 0.08 "Max Youden - uncorrected" 0.0531841394066921 0.0258722069776556 0.0806451612903227 0.0547729543126671
"2291" 0.0202 "0.85" 0.08 "High specificity - uncorrected" 0.0873499725412045 0.054945054945055 0.116822429906543 0.061877374961488
"2296" 0.3446 "0.8" 0.08 "Max Youden - uncorrected" 0.101758696249436 0.0676093680954484 0.135175031632223 0.0675656635367746
"2297" 0.0209 "0.8" 0.08 "High specificity - uncorrected" 0.117739847898397 0.066750629722923 0.161830357142857 0.095079727419934
"2298" 0.2238 "0.9" 0.01 "Max Youden - uncorrected" 0.0156840138826004 -0.00429116338207235 0.0356703567035669 0.0399615200856392
"2299" 0.012 "0.9" 0.01 "High specificity - uncorrected" 0.0131880193368014 -0.0053475935828877 0.0322141560798543 0.037561749662742
"2300" 0.362 "0.8" 0.01 "Max Youden - uncorrected" 0.0112796054711224 -0.0225679228746713 0.0460242005185827 0.068592123393254
"2301" 0.0123 "0.8" 0.01 "High specificity - uncorrected" 0.0256491027086277 -0.0324232081911265 0.0620985010706642 0.0945217092617907
"2308" 0.2811 "0.85" 0.01 "Max Youden - uncorrected" 0.0243337572953585 -0.00437317784256552 0.050531914893617 0.0549050927361825
"2309" 0.0119 "0.85" 0.01 "High specificity - uncorrected" 0.0135829917908439 -0.0227272727272725 0.0394736842105254 0.0622009569377979
"2316" 0.3337 "0.85" 0.08 "Max Youden - uncorrected" 0.0700387367833169 0.041698991466253 0.096940656100258 0.055241664634005
"2317" 0.0145 "0.85" 0.08 "High specificity - uncorrected" 0.0413461955380093 0.00683371298405391 0.0699685534591188 0.0631348404750649
"2320" 0.1668 "0.95" 0.04 "Max Youden - uncorrected" 0.0307762442899563 0.014822657490736 0.0471295060080108 0.0323068485172748
"2321" 0.026 "0.95" 0.04 "High specificity - uncorrected" 0.0393757509409179 0.0271444082519001 0.0508322087269455 0.0236878004750454
"2322" 0.179 "0.95" 0.04 "Max Youden - uncorrected" 0.0377264443744803 0.0220392989909718 0.0537974683544303 0.0317581693634585
"2323" 0.027 "0.95" 0.04 "High specificity - uncorrected" 0.0460095639604637 0.0357142857142855 0.0560573857598297 0.0203431000455442
"2324" 0.1806 "0.95" 0.01 "Max Youden - uncorrected" 0.0296140890213046 0.0133136094674556 0.0450520833333333 0.0317384738658777
"2325" 0.0209 "0.95" 0.01 "High specificity - uncorrected" 0.0252937757383813 0.0133228840125389 0.0370108439415371 0.0236879599289982
"2328" 0.2454 "0.9" 0.08 "Max Youden - uncorrected" 0.0890018613981474 0.0681957186544342 0.108853850818678 0.0406581321642438
"2329" 0.0305 "0.9" 0.08 "High specificity - uncorrected" 0.0929826319427234 0.0716417910447759 0.111328125 0.0396863339552241
"2330" 0.3556 "0.8" 0.04 "Max Youden - uncorrected" 0.0557335427516027 0.0226063829787234 0.0891110165886858 0.0665046336099624
"2331" 0.0104 "0.8" 0.04 "High specificity - uncorrected" 0.0049770048806079 -0.0708502024291511 0.0632603406326045 0.134110543061756
"2338" 0.224 "0.95" 0.08 "Max Youden - uncorrected" 0.0874172386289194 0.0706709095730577 0.104681746449237 0.0340108368761793
"2339" 0.0386 "0.95" 0.08 "High specificity - uncorrected" 0.0778340341688278 0.0634782608695653 0.0900587920897917 0.0265805312202264
"2340" 0.1623 "0.95" 0.01 "Max Youden - uncorrected" 0.00387522100860862 -0.0128274372130706 0.0212960543506663 0.0341234915637369
"2341" 0.0143 "0.95" 0.01 "High specificity - uncorrected" 0.0114466293443555 0.00057870370370364 0.0209034118212396 0.020324708117536
"2364" 0.1886 "0.95" 0.08 "Max Youden - uncorrected" 0.0760010714221451 0.0603149186015478 0.0920709441836202 0.0317560255820724
"2365" 0.038 "0.95" 0.08 "High specificity - uncorrected" 0.0748241544000729 0.0644098262432596 0.0857751731486415 0.0213653469053819
