"Row" "value" "AUC" "true prevalence" "type" "mean" "lower" "upper"
"46" 0.0177360733084783 0.98 0.015 "High specificity - Bayesian" 0.0177360733084783 0.0107145692033512 0.024732257000431
"47" 0.0156225730570683 0.98 0.015 "Max Youden - Bayesian" 0.0156225730570683 0.0047568212692866 0.0270962337920097
"48" 0.0152787096814953 0.98 0.015 "High specificity - Bayesian" 0.0152787096814953 0.00838824558443485 0.0219663071148336
"49" 0.0130265382828509 0.98 0.015 "Max Youden - Bayesian" 0.0130265382828509 0.00268497632131439 0.0243804513434442
"50" 0.0162237607507322 0.98 0.015 "High specificity - Bayesian" 0.0162237607507322 0.00940070723855394 0.0228910715212082
"51" 0.021440754272806 0.98 0.015 "Max Youden - Bayesian" 0.021440754272806 0.00880423462240308 0.0339510386549376
"52" 0.0147132389638336 0.98 0.015 "High specificity - Bayesian" 0.0147132389638336 0.00743317362486005 0.0212120473845532
"53" 0.015728510849597 0.98 0.015 "Max Youden - Bayesian" 0.015728510849597 0.00471142747148471 0.027288755034401
"54" 0.0162298191527561 0.98 0.015 "High specificity - Bayesian" 0.0162298191527561 0.00910969300317775 0.0231010192738873
"55" 0.0143279462364265 0.98 0.015 "Max Youden - Bayesian" 0.0143279462364265 0.00348288216123821 0.0254692921414955
"56" 0.0147991885782302 0.98 0.015 "High specificity - Bayesian" 0.0147991885782302 0.00743453008475642 0.0215170442458544
"57" 0.00955630116743997 0.98 0.015 "Max Youden - Bayesian" 0.00955630116743997 0.000847394863983302 0.0205164404284991
"58" 0.0173061619522939 0.98 0.015 "High specificity - Bayesian" 0.0173061619522939 0.0104233186498678 0.0241284162294327
"59" 0.0230639409440247 0.98 0.015 "Max Youden - Bayesian" 0.0230639409440247 0.0105312794503662 0.0346333433917886
"60" 0.0195538016629216 0.98 0.015 "High specificity - Bayesian" 0.0195538016629216 0.0129712277906208 0.026116408062078
"61" 0.00837444188421763 0.98 0.015 "Max Youden - Bayesian" 0.00837444188421763 0.000709969030236283 0.0189002399263219
"62" 0.0137955896382707 0.98 0.015 "High specificity - Bayesian" 0.0137955896382707 0.00735254284769958 0.0205785377024194
"63" 0.018263493117542 0.98 0.015 "Max Youden - Bayesian" 0.018263493117542 0.00770516845922473 0.0293040118173635
"64" 0.0189985551309799 0.98 0.015 "High specificity - Bayesian" 0.0189985551309799 0.011812251976208 0.0260993617847108
"65" 0.0191018354637725 0.98 0.015 "Max Youden - Bayesian" 0.0191018354637725 0.00683425755668095 0.0310916632255043
"66" 0.0179589261026672 0.98 0.015 "High specificity - Bayesian" 0.0179589261026672 0.0106043802257677 0.0247859713988761
"67" 0.00955054656861588 0.98 0.015 "Max Youden - Bayesian" 0.00955054656861588 0.000704183205931262 0.0202255666509897
"68" 0.0133301469526301 0.98 0.015 "High specificity - Bayesian" 0.0133301469526301 0.00714271001284404 0.0194624069295519
"69" 0.0226481864563964 0.98 0.015 "Max Youden - Bayesian" 0.0226481864563964 0.0112469182773108 0.0348429281252816
"70" 0.0135485626437143 0.98 0.015 "High specificity - Bayesian" 0.0135485626437143 0.00690114285024199 0.0202505397004634
"71" 0.0224105162613652 0.98 0.015 "Max Youden - Bayesian" 0.0224105162613652 0.00977490974795718 0.0349466147787756
"72" 0.0132276088489769 0.98 0.015 "High specificity - Bayesian" 0.0132276088489769 0.00627792145899107 0.0200798483357492
"73" 0.0234001574827048 0.98 0.015 "Max Youden - Bayesian" 0.0234001574827048 0.0120062585686032 0.0344617781121529
"74" 0.0209872418092079 0.98 0.015 "High specificity - Bayesian" 0.0209872418092079 0.0144812397380726 0.0275743197292514
"75" 0.0265468851165939 0.98 0.015 "Max Youden - Bayesian" 0.0265468851165939 0.0151108651957261 0.0378092773872621
"76" 0.0252258802451383 0.98 0.015 "High specificity - Bayesian" 0.0252258802451383 0.0183103142715659 0.0320334613897524
"77" 0.0192051535118562 0.98 0.015 "Max Youden - Bayesian" 0.0192051535118562 0.007449434462609 0.0305752287714916
"78" 0.0124441474011806 0.98 0.015 "High specificity - Bayesian" 0.0124441474011806 0.00568698007839689 0.0189983793038966
"79" 0.00941604415576919 0.98 0.015 "Max Youden - Bayesian" 0.00941604415576919 0.000739053267221716 0.0199409262770141
"80" 0.00860947989388056 0.98 0.015 "High specificity - Bayesian" 0.00860947989388056 0.00173194107873757 0.0156601078476962
"81" 0.0111263571872788 0.98 0.015 "Max Youden - Bayesian" 0.0111263571872788 0.00146539541808288 0.0229987006767744
"82" 0.0160658940118787 0.98 0.015 "High specificity - Bayesian" 0.0160658940118787 0.00901149362784024 0.0227287003077087
"83" 0.0110124313236707 0.98 0.015 "Max Youden - Bayesian" 0.0110124313236707 0.00112059224952845 0.0232481941817324
"84" 0.00976009140107192 0.98 0.015 "High specificity - Bayesian" 0.00976009140107192 0.00294029324003688 0.0165577566242221
"85" 0.0119529544551371 0.98 0.015 "Max Youden - Bayesian" 0.0119529544551371 0.00189154428490527 0.0230580749329078
"86" 0.0164949360425566 0.98 0.015 "High specificity - Bayesian" 0.0164949360425566 0.00913338752435883 0.0231041292376465
"87" 0.0164744561534255 0.98 0.015 "Max Youden - Bayesian" 0.0164744561534255 0.00433462891546574 0.0284471887340406
"88" 0.0146584205453402 0.98 0.015 "High specificity - Bayesian" 0.0146584205453402 0.00759324887120228 0.021375388493279
"89" 0.0118932759992861 0.98 0.015 "Max Youden - Bayesian" 0.0118932759992861 0.00198921359836682 0.0233406288776281
"90" 0.0125608004139966 0.98 0.015 "High specificity - Bayesian" 0.0125608004139966 0.00547866998980087 0.0193319271190421
"91" 0.0111810569388482 0.98 0.015 "Max Youden - Bayesian" 0.0111810569388482 0.0017039719851339 0.0224580614346008
"92" 0.00748270114596562 0.98 0.015 "High specificity - Bayesian" 0.00748270114596562 0.00100121388816963 0.0138916443614708
"93" 0.00751660517136642 0.98 0.015 "Max Youden - Bayesian" 0.00751660517136642 0.000416519870626446 0.0179324813218942
"94" 0.0157886919042164 0.98 0.015 "High specificity - Bayesian" 0.0157886919042164 0.00932635569761001 0.0222900577236821
"95" 0.0170250787589614 0.98 0.015 "Max Youden - Bayesian" 0.0170250787589614 0.00508950650529454 0.0288512401475746
"96" 0.0250808029428862 0.98 0.015 "High specificity - Bayesian" 0.0250808029428862 0.0180762462095392 0.032250292266952
"97" 0.0100299500000931 0.98 0.015 "Max Youden - Bayesian" 0.0100299500000931 0.00104301754435583 0.0209510419370034
"98" 0.00933336175599669 0.98 0.015 "High specificity - Bayesian" 0.00933336175599669 0.00250933357360459 0.0160731938770407
"99" 0.0258306172693564 0.98 0.015 "Max Youden - Bayesian" 0.0258306172693564 0.0139619309336393 0.0375490506181764
"100" 0.0156439173759673 0.98 0.015 "High specificity - Bayesian" 0.0156439173759673 0.00877601577733987 0.0222503594358905
"101" 0.157271932106197 0.98 0.15 "Max Youden - Bayesian" 0.157271932106197 0.144423174260954 0.170228269390372
"102" 0.153585454800451 0.98 0.15 "High specificity - Bayesian" 0.153585454800451 0.141262090880911 0.166256713043183
"103" 0.161953264817642 0.98 0.15 "Max Youden - Bayesian" 0.161953264817642 0.148321953731223 0.175075962660989
"104" 0.15203179233888 0.98 0.15 "High specificity - Bayesian" 0.15203179233888 0.140663155414664 0.163609212822684
"105" 0.150517714555562 0.98 0.15 "Max Youden - Bayesian" 0.150517714555562 0.137872787129765 0.163045790704654
"106" 0.149717788831955 0.98 0.15 "High specificity - Bayesian" 0.149717788831955 0.138662760980194 0.160950837523362
"107" 0.15233677576604 0.98 0.15 "Max Youden - Bayesian" 0.15233677576604 0.139845852297882 0.164374932687517
"108" 0.153493936836346 0.98 0.15 "High specificity - Bayesian" 0.153493936836346 0.141994216481421 0.16488515766327
"109" 0.154597772903521 0.98 0.15 "Max Youden - Bayesian" 0.154597772903521 0.141741602241367 0.167235153931064
"110" 0.152745482963883 0.98 0.15 "High specificity - Bayesian" 0.152745482963883 0.14187752777965 0.164911983511179
"111" 0.147525149784042 0.98 0.15 "Max Youden - Bayesian" 0.147525149784042 0.134679663673871 0.160105705633234
"112" 0.137368472048955 0.98 0.15 "High specificity - Bayesian" 0.137368472048955 0.126465433820964 0.1487140466167
"113" 0.147286158174683 0.98 0.15 "Max Youden - Bayesian" 0.147286158174683 0.134392220004089 0.160102668968543
"114" 0.140084443817805 0.98 0.15 "High specificity - Bayesian" 0.140084443817805 0.12924258140708 0.15116053904283
"115" 0.143515955973581 0.98 0.15 "Max Youden - Bayesian" 0.143515955973581 0.1312262821535 0.155279774371083
"116" 0.142051076120059 0.98 0.15 "High specificity - Bayesian" 0.142051076120059 0.131158550413093 0.153155557160796
"117" 0.160555843081008 0.98 0.15 "Max Youden - Bayesian" 0.160555843081008 0.147341898036501 0.173229665122653
"118" 0.158918065035956 0.98 0.15 "High specificity - Bayesian" 0.158918065035956 0.147262910493911 0.171178547165656
"119" 0.157526444666282 0.98 0.15 "Max Youden - Bayesian" 0.157526444666282 0.145148792465359 0.169588195873339
"120" 0.154445169985042 0.98 0.15 "High specificity - Bayesian" 0.154445169985042 0.142809316830153 0.166000911662835
"121" 0.153180348678392 0.98 0.15 "Max Youden - Bayesian" 0.153180348678392 0.139285908031247 0.166230834446794
"122" 0.146993284943059 0.98 0.15 "High specificity - Bayesian" 0.146993284943059 0.135481634343599 0.158656165527756
"123" 0.143224798074971 0.98 0.15 "Max Youden - Bayesian" 0.143224798074971 0.130620986194128 0.15557373826283
"124" 0.152807749931255 0.98 0.15 "High specificity - Bayesian" 0.152807749931255 0.141287789161792 0.164897235126186
"125" 0.146874216435465 0.98 0.15 "Max Youden - Bayesian" 0.146874216435465 0.133811932912327 0.159757832980098
"126" 0.149320797833199 0.98 0.15 "High specificity - Bayesian" 0.149320797833199 0.137271699199863 0.161543553853929
"127" 0.153883249588855 0.98 0.15 "Max Youden - Bayesian" 0.153883249588855 0.140231279231426 0.166560647210394
"128" 0.152245245937411 0.98 0.15 "High specificity - Bayesian" 0.152245245937411 0.139949241930052 0.164539795079561
"129" 0.157734548053093 0.98 0.15 "Max Youden - Bayesian" 0.157734548053093 0.14473271978333 0.170385586509127
"130" 0.148776054693744 0.98 0.15 "High specificity - Bayesian" 0.148776054693744 0.137761494531436 0.160484594016958
"131" 0.149886774068686 0.98 0.15 "Max Youden - Bayesian" 0.149886774068686 0.136985904859023 0.162834426650939
"132" 0.15042715670566 0.98 0.15 "High specificity - Bayesian" 0.15042715670566 0.138711466285919 0.162767586723948
"133" 0.148594349058435 0.98 0.15 "Max Youden - Bayesian" 0.148594349058435 0.135940172380974 0.161207995949607
"134" 0.144692742725323 0.98 0.15 "High specificity - Bayesian" 0.144692742725323 0.133530206709283 0.155883504718147
"135" 0.148184157325539 0.98 0.15 "Max Youden - Bayesian" 0.148184157325539 0.135157569406431 0.161468499333475
"136" 0.15802486910533 0.98 0.15 "High specificity - Bayesian" 0.15802486910533 0.145664396781189 0.170360160078462
"137" 0.153537583575061 0.98 0.15 "Max Youden - Bayesian" 0.153537583575061 0.140859886552941 0.16601100914461
"138" 0.156409915696232 0.98 0.15 "High specificity - Bayesian" 0.156409915696232 0.144863004060042 0.167836014907013
"139" 0.159110697234075 0.98 0.15 "Max Youden - Bayesian" 0.159110697234075 0.146212691294572 0.171670143488439
"140" 0.151377930734072 0.98 0.15 "High specificity - Bayesian" 0.151377930734072 0.140514281124243 0.162733023288253
"141" 0.152813647501377 0.98 0.15 "Max Youden - Bayesian" 0.152813647501377 0.140047290203803 0.165272236606672
"142" 0.152328101059494 0.98 0.15 "High specificity - Bayesian" 0.152328101059494 0.140182306303538 0.164728535658044
"143" 0.159012776094293 0.98 0.15 "Max Youden - Bayesian" 0.159012776094293 0.146733378470333 0.17126190495892
"144" 0.158867553428691 0.98 0.15 "High specificity - Bayesian" 0.158867553428691 0.147596107333983 0.170368832664152
"145" 0.149535739309456 0.98 0.15 "Max Youden - Bayesian" 0.149535739309456 0.137211247354203 0.16130240607639
"146" 0.14247526102531 0.98 0.15 "High specificity - Bayesian" 0.14247526102531 0.130426975400739 0.154597902198552
"147" 0.159207409100766 0.98 0.15 "Max Youden - Bayesian" 0.159207409100766 0.146714279531694 0.171689798842782
"148" 0.156230679716405 0.98 0.15 "High specificity - Bayesian" 0.156230679716405 0.144671966090152 0.168217953039644
"149" 0.154094821615248 0.98 0.15 "Max Youden - Bayesian" 0.154094821615248 0.139909764545209 0.167765013033781
"150" 0.151565914116073 0.98 0.15 "High specificity - Bayesian" 0.151565914116073 0.140076252955157 0.162903741307346
"151" 0.147037742413601 0.98 0.15 "Max Youden - Bayesian" 0.147037742413601 0.13344763591201 0.160831577705163
"152" 0.146147656901051 0.98 0.15 "High specificity - Bayesian" 0.146147656901051 0.134087846859922 0.15802199031337
"153" 0.154466054734103 0.98 0.15 "Max Youden - Bayesian" 0.154466054734103 0.142841355297048 0.165842023609591
"154" 0.156798483158249 0.98 0.15 "High specificity - Bayesian" 0.156798483158249 0.146188463475176 0.167654417616207
"155" 0.153592233623262 0.98 0.15 "Max Youden - Bayesian" 0.153592233623262 0.140732539489288 0.166419606713845
"156" 0.153404725293587 0.98 0.15 "High specificity - Bayesian" 0.153404725293587 0.142055415282615 0.165231265882439
"157" 0.144560696766153 0.98 0.15 "Max Youden - Bayesian" 0.144560696766153 0.131624991858415 0.157605283302514
"158" 0.148302459558543 0.98 0.15 "High specificity - Bayesian" 0.148302459558543 0.137384023470321 0.159579989873669
"159" 0.144964353617612 0.98 0.15 "Max Youden - Bayesian" 0.144964353617612 0.13278701965864 0.157452289823391
"160" 0.138593938305027 0.98 0.15 "High specificity - Bayesian" 0.138593938305027 0.127734485519437 0.149514103110084
"161" 0.142556775187353 0.98 0.15 "Max Youden - Bayesian" 0.142556775187353 0.130127976793256 0.155038858884625
"162" 0.146224947369535 0.98 0.15 "High specificity - Bayesian" 0.146224947369535 0.135908466202166 0.157040903131156
"163" 0.15092950467056 0.98 0.15 "Max Youden - Bayesian" 0.15092950467056 0.13708441520823 0.164173726978316
"164" 0.148683612642142 0.98 0.15 "High specificity - Bayesian" 0.148683612642142 0.137389544921665 0.160031125760833
"165" 0.146067266308976 0.98 0.15 "Max Youden - Bayesian" 0.146067266308976 0.13276427614346 0.159035322679144
"166" 0.138349726449603 0.98 0.15 "High specificity - Bayesian" 0.138349726449603 0.127429494502006 0.149545598250622
"167" 0.150580468727597 0.98 0.15 "Max Youden - Bayesian" 0.150580468727597 0.137681542172918 0.163522828743219
"168" 0.149247970405969 0.98 0.15 "High specificity - Bayesian" 0.149247970405969 0.138156987610596 0.160753981312318
"169" 0.159825547875987 0.98 0.15 "Max Youden - Bayesian" 0.159825547875987 0.146251054178491 0.17296505178748
"170" 0.146201841138523 0.98 0.15 "High specificity - Bayesian" 0.146201841138523 0.134083248610149 0.158245663253396
"171" 0.14316235897655 0.98 0.15 "Max Youden - Bayesian" 0.14316235897655 0.130109128172549 0.156185583923854
"172" 0.144388230996924 0.98 0.15 "High specificity - Bayesian" 0.144388230996924 0.132464636334069 0.156492088801241
"173" 0.150325800642026 0.98 0.15 "Max Youden - Bayesian" 0.150325800642026 0.137420160904321 0.163236514881981
"174" 0.149356161680648 0.98 0.15 "High specificity - Bayesian" 0.149356161680648 0.137766057794177 0.161444235352759
"175" 0.158285279159553 0.98 0.15 "Max Youden - Bayesian" 0.158285279159553 0.146130236493786 0.170372329288619
"176" 0.160716121782175 0.98 0.15 "High specificity - Bayesian" 0.160716121782175 0.149404374679452 0.172114397821001
"177" 0.160009198195174 0.98 0.15 "Max Youden - Bayesian" 0.160009198195174 0.147387050284445 0.172457078342056
"178" 0.146331649436573 0.98 0.15 "High specificity - Bayesian" 0.146331649436573 0.134978887232539 0.157659715098485
"179" 0.148656860342656 0.98 0.15 "Max Youden - Bayesian" 0.148656860342656 0.135645877776847 0.161574579237556
"180" 0.152049508540103 0.98 0.15 "High specificity - Bayesian" 0.152049508540103 0.140618439977501 0.16364460540932
"181" 0.141809137874636 0.98 0.15 "Max Youden - Bayesian" 0.141809137874636 0.128194691925418 0.155127091319328
"182" 0.152849185790067 0.98 0.15 "High specificity - Bayesian" 0.152849185790067 0.140982487607873 0.165130238294992
"183" 0.154724322812879 0.98 0.15 "Max Youden - Bayesian" 0.154724322812879 0.142479296720474 0.166921473980851
"184" 0.14540719396048 0.98 0.15 "High specificity - Bayesian" 0.14540719396048 0.133763682085615 0.15763629660422
"185" 0.150369017341376 0.98 0.15 "Max Youden - Bayesian" 0.150369017341376 0.137966820199645 0.163082051892455
"186" 0.162249681419355 0.98 0.15 "High specificity - Bayesian" 0.162249681419355 0.150292697177277 0.174006471571068
"187" 0.155477519847554 0.98 0.15 "Max Youden - Bayesian" 0.155477519847554 0.142803348885018 0.167892675879922
"188" 0.150219000142074 0.98 0.15 "High specificity - Bayesian" 0.150219000142074 0.139152120358055 0.161591198561901
"189" 0.144664147721674 0.98 0.15 "Max Youden - Bayesian" 0.144664147721674 0.132020415376689 0.157329569355291
"190" 0.140690363241122 0.98 0.15 "High specificity - Bayesian" 0.140690363241122 0.128471050760137 0.152082808575316
"191" 0.151471510886289 0.98 0.15 "Max Youden - Bayesian" 0.151471510886289 0.139088953058951 0.164275265265126
"192" 0.15072764187973 0.98 0.15 "High specificity - Bayesian" 0.15072764187973 0.139237353766982 0.162573372614173
"193" 0.151407690653423 0.98 0.15 "Max Youden - Bayesian" 0.151407690653423 0.138847165795301 0.163662804316432
"194" 0.148030105867364 0.98 0.15 "High specificity - Bayesian" 0.148030105867364 0.136468370310842 0.159588210485327
"195" 0.149216957626655 0.98 0.15 "Max Youden - Bayesian" 0.149216957626655 0.136569487903353 0.161611621615303
"196" 0.144509632564326 0.98 0.15 "High specificity - Bayesian" 0.144509632564326 0.133197035569316 0.155982823769347
"197" 0.146231314264095 0.98 0.15 "Max Youden - Bayesian" 0.146231314264095 0.133319517962335 0.158343672270078
"198" 0.147913753183172 0.98 0.15 "High specificity - Bayesian" 0.147913753183172 0.1360600808786 0.159847335630884
"199" 0.155568830161045 0.98 0.15 "Max Youden - Bayesian" 0.155568830161045 0.141811868902229 0.169952122488521
"200" 0.158050793609101 0.98 0.15 "High specificity - Bayesian" 0.158050793609101 0.146206964680631 0.170338799860447
"201" 0.150403966765845 0.98 0.15 "Mixture model" 0.150897881169881 0.140171991779188 0.16072657562889
"202" 0.153984637542007 0.98 0.15 "Max Youden - RG" 0.154142982729801 0.141438604989101 0.166030078777751
"203" 0.146557842441448 0.98 0.15 "High specificity - RG" 0.147534656120986 0.135424091233072 0.158686730506156
"204" 0.0162824474130388 0.98 0.015 "Mixture model" 0.0171216901521446 0.0119793312306765 0.0228248809017105
"205" 0.0138101983002833 0.98 0.015 "Max Youden - RG" 0.0143885820926973 0.00228255646323884 0.0258034248182032
"206" 0.0147897362794012 0.98 0.015 "High specificity - RG" 0.0147707236229549 0.00531712875047458 0.024036822366178
"207" 0.154996882115655 0.98 0.15 "Mixture model" 0.155377644903583 0.145664859705034 0.164921659787006
"208" 0.155661501787843 0.98 0.15 "Max Youden - RG" 0.156135806617203 0.142701260911736 0.169714964370546
"209" 0.154583875162549 0.98 0.15 "High specificity - RG" 0.155242170479618 0.143280632411067 0.166716731751277
"210" 0.147781380598031 0.98 0.15 "Mixture model" 0.147926415165424 0.137874580867004 0.157828766037772
"211" 0.149881796690307 0.98 0.15 "Max Youden - RG" 0.150352747825303 0.137440758293839 0.163092151779401
"212" 0.146489104116223 0.98 0.15 "High specificity - RG" 0.146643334917542 0.135204081632653 0.157848938391925
"213" 0.145387587671368 0.98 0.15 "Mixture model" 0.145603016844553 0.135547199864715 0.155763372041397
"214" 0.142721217887726 0.98 0.15 "Max Youden - RG" 0.143455015288274 0.130097782017648 0.155500705218618
"215" 0.145213923132705 0.98 0.15 "High specificity - RG" 0.144731879927088 0.132186319765002 0.155979202772964
"216" 0.144739124987131 0.98 0.15 "Mixture model" 0.145089505598354 0.13532664099747 0.155253513422948
"217" 0.140970735189151 0.98 0.15 "Max Youden - RG" 0.140987116559447 0.128458969465649 0.152964800377982
"218" 0.147440392706872 0.98 0.15 "High specificity - RG" 0.147843671787331 0.137099676142497 0.158961474036851
"219" 0.156714897709924 0.98 0.15 "Mixture model" 0.157008918911824 0.146000767226585 0.167087300250117
"220" 0.163953762679877 0.98 0.15 "Max Youden - RG" 0.164626938567678 0.151533018867925 0.178505321610365
"221" 0.148409893992933 0.98 0.15 "High specificity - RG" 0.149492378983035 0.13707906295754 0.161822048918823
"222" 0.152691071574834 0.98 0.15 "Mixture model" 0.153220751189992 0.142536627482566 0.162973079437651
"223" 0.15648126044402 0.98 0.15 "Max Youden - RG" 0.156734208873299 0.142925890279115 0.169900615238997
"224" 0.153952364515015 0.98 0.15 "High specificity - RG" 0.152732910667574 0.140482279868469 0.163917525773196
"225" 0.167228353426116 0.98 0.15 "Mixture model" 0.167475217997841 0.156966370419873 0.178635538535203
"226" 0.170977693402942 0.98 0.15 "Max Youden - RG" 0.170071083701949 0.157187053783912 0.182151300236406
"227" 0.163773337700622 0.98 0.15 "High specificity - RG" 0.164808327806702 0.153032440056417 0.177225213810579
"228" 0.0188877591874264 0.98 0.015 "Mixture model" 0.0197785635357085 0.0143774649867736 0.0249822996998915
"229" 0.0246710526315788 0.98 0.015 "Max Youden - RG" 0.0251786483940979 0.0133897110641298 0.036591068505962
"230" 0.0184804928131415 0.98 0.015 "High specificity - RG" 0.0187570875615388 0.0114254624591947 0.0272183763373192
"231" 0.019718896296582 0.98 0.015 "Mixture model" 0.0204113911452327 0.0148981789955311 0.0262711870879822
"232" 0.0149999999999999 0.98 0.015 "Max Youden - RG" 0.0157634294770415 0.00428571428571434 0.0268112488083889
"233" 0.0230230230230231 0.98 0.015 "High specificity - RG" 0.022874574664332 0.0162705667276049 0.0291308500477555
"234" 0.0170916420362353 0.98 0.015 "Mixture model" 0.0178908859266 0.0130117884080239 0.0227968750579474
"235" 0.00564225690276102 0.98 0.015 "Max Youden - RG" 0.00638406204206671 -0.00748792270531399 0.0189085686931547
"236" 0.0182531559194813 0.98 0.015 "High specificity - RG" 0.0185149351491292 0.0115413253909158 0.0248468345813478
"237" 0.0124207181465078 0.98 0.015 "Mixture model" 0.0131889335040372 0.00925577037692136 0.0173523112522368
