"row" "value" "AUC" "True prevalence" "type" "mean" "lower CI" "upper CI"
"101" 0.0833333333333332 "0.7" 0.08 "Max Youden - RG" 0.0868852665043584 0.0332179930795849 0.141449459631278
"102" 0.138020833333336 "0.7" 0.08 "High specificity - RG" 0.137958465994627 0.0318471337579582 0.218918918918919
"103" 0.066860829204992 "0.75" 0.08 "Mixture model" 0.075018411477267 0.0448162821434413 0.104539907240493
"104" 0.05984555984556 "0.75" 0.08 "Max Youden - RG" 0.0678308824458392 0.0243764172335599 0.108440170940171
"105" 0.0995850622406621 "0.75" 0.08 "High specificity - RG" 0.0801492840878851 -0.0292207792207797 0.156050955414013
"106" 0.00468857979737121 "0.8" 0.01 "Mixture model" 0.0148213358755417 6.47409586147421e-09 0.0336915329702599
"107" 0.00731382978723373 "0.8" 0.01 "Max Youden - RG" 0.00868833043414085 -0.0252252252252252 0.0422864428389291
"108" 0.021598272138229 "0.8" 0.01 "High specificity - RG" 0.024132921680563 -0.0158371040723977 0.061895551257253
"109" 0.0351618987414688 "0.7" 0.01 "Mixture model" 0.0434509187503443 0.00183905828878717 0.0816767659866292
"110" 0.0382313829787236 "0.7" 0.01 "Max Youden - RG" 0.0424193980470287 -0.00886408404464847 0.0933416303671438
"111" -0.0294117647058837 "0.7" 0.01 "High specificity - RG" -0.00541889927710095 -0.18253968253969 0.150537634408604
"112" 0.038728290625493 "0.8" 0.04 "Mixture model" 0.0423097929173078 0.0199320627729255 0.0640520983461873
"113" 0.0498025449758665 "0.8" 0.04 "Max Youden - RG" 0.0520436164997375 0.0192563081009295 0.0847315436241611
"114" -0.0165289256198344 "0.8" 0.04 "High specificity - RG" -0.0163982289664155 -0.075697211155379 0.0328083989501305
"115" 0.0563100224490149 "0.75" 0.08 "Mixture model" 0.0645342789662639 0.0331988028516949 0.0956551761713516
"116" 0.039351851851852 "0.75" 0.08 "Max Youden - RG" 0.0460549309041149 -0.00148544266191342 0.0884549109707064
"117" 0.0973451327433621 "0.75" 0.08 "High specificity - RG" 0.0897548061065619 0.0106382978723393 0.157205240174669
"118" 0.0433516164433605 "0.8" 0.04 "Mixture model" 0.0455580816251719 0.0233983085831483 0.065809158928034
"119" 0.0242611380679315 "0.8" 0.04 "Max Youden - RG" 0.0234507323709198 -0.0110668437361662 0.0588874402433722
"120" 0.0233766233766237 "0.8" 0.04 "High specificity - RG" 0.0259986653236329 -0.0344036697247719 0.0695754716981134
"121" 0.0221790166246305 "0.8" 0.01 "Mixture model" 0.028090835627225 0.00594828820293225 0.0481560916044328
"122" 0.0118161925601752 "0.8" 0.01 "Max Youden - RG" 0.0144841659926242 -0.0181695827725437 0.0473451327433625
"123" 0.0522088353413664 "0.8" 0.01 "High specificity - RG" 0.0501049805431551 0.012987012987014 0.0831873905429077
"124" 0.0278639389589295 "0.75" 0.04 "Mixture model" 0.036621912948123 0.00583131491157608 0.0675850274863074
"125" 0.0327428878153515 "0.75" 0.04 "Max Youden - RG" 0.0353070630280197 -0.00719217491369375 0.0756729304215339
"126" -0.00606060606060541 "0.75" 0.04 "High specificity - RG" -0.00123454773178322 -0.121359223300974 0.105128205128205
"127" 0.0460643537915231 "0.85" 0.04 "Mixture model" 0.0480189287367427 0.0309294612172359 0.0646054249627193
"128" 0.0430711610486894 "0.85" 0.04 "Max Youden - RG" 0.0465880674708081 0.0183727034120736 0.0725718443070204
"129" 0.0589171974522299 "0.85" 0.04 "High specificity - RG" 0.0564701102939768 0.0232142857142851 0.0847913862718704
"130" 0.027831452230346 "0.75" 0.01 "Mixture model" 0.0356215841864084 0.00919366026430121 0.0609524295260755
"131" 0.0136914165350187 "0.75" 0.01 "Max Youden - RG" 0.0189865510350684 -0.0211887727022566 0.060504634397528
"132" 0.0265957446808521 "0.75" 0.01 "High specificity - RG" 0.0241139050256936 -0.0327868852459026 0.0808080808080795
"133" 0.0102556939195236 "0.8" 0.01 "Mixture model" 0.0192047172052769 6.47409586147421e-09 0.0396913038453025
"134" -0.00156599552572715 "0.8" 0.01 "Max Youden - RG" 1.98723414779213e-05 -0.0389760147601474 0.0351512569237324
"135" 0.0152354570637133 "0.8" 0.01 "High specificity - RG" 0.0137544749468342 -0.0411764705882352 0.0577830188679234
"136" 0.023213987556576 "0.75" 0.01 "Mixture model" 0.0339454399011383 0.00182194506364666 0.0665237591852248
"137" 0.0269620928990924 "0.75" 0.01 "Max Youden - RG" 0.0298856933221747 -0.0191891891891892 0.0711275026343517
"138" 0.0346320346320356 "0.75" 0.01 "High specificity - RG" 0.0330169870924864 -0.0521978021978026 0.0996732026143791
"139" 0.02491891237316 "0.7" 0.01 "Mixture model" 0.0327510436568067 6.47409586147421e-09 0.0674414617875904
"140" 0.0386490250696375 "0.7" 0.01 "Max Youden - RG" 0.0401183663100306 -0.0160628844839369 0.0946475195822452
"141" 0.0110497237569049 "0.7" 0.01 "High specificity - RG" 0.005100699143017 -0.105072463768116 0.0933333333333331
"142" 0.0390405298756595 "0.9" 0.04 "Mixture model" 0.0411090010318838 0.0292789699742958 0.0547294527920898
"143" 0.034850863422292 "0.9" 0.04 "Max Youden - RG" 0.0369952277051854 0.015938795027096 0.0584355828220859
"144" 0.0416666666666664 "0.9" 0.04 "High specificity - RG" 0.0415574050805055 0.0192307692307686 0.0618964003511853
"145" 0.0789544087443778 "0.9" 0.08 "Mixture model" 0.0795090091181006 0.0648088061977096 0.0933684400728899
"146" 0.0746408494690819 "0.9" 0.08 "Max Youden - RG" 0.0795986030849049 0.056995627732667 0.100705088902514
"147" 0.0819999999999999 "0.9" 0.08 "High specificity - RG" 0.0848930473748989 0.0650684931506854 0.106617647058823
"148" 0.0743839983137025 "0.7" 0.08 "Mixture model" 0.0800207168784423 0.0422754099729526 0.119152875466672
"149" 0.0889261744966442 "0.7" 0.08 "Max Youden - RG" 0.0899841909995178 0.0365013774104681 0.142141515341265
"150" 0.0739644970414184 "0.7" 0.08 "High specificity - RG" 0.0743303689234503 -0.020000000000001 0.167741935483874
"151" 0.0286744868836719 "0.75" 0.01 "Mixture model" 0.0342346686836909 0.00677615982273943 0.0616630408558464
"152" 0.037513397642015 "0.75" 0.01 "Max Youden - RG" 0.0399032102133012 -0.00276854928017719 0.0814374353671144
"153" -0.0188172043010762 "0.75" 0.01 "High specificity - RG" -0.0227780287934768 -0.117857142857142 0.0711382113821151
"154" 0.0350481849466754 "0.7" 0.01 "Mixture model" 0.0513571067387576 0.0112353946427623 0.0888622132783149
"155" 0.0533819628647215 "0.7" 0.01 "Max Youden - RG" 0.0583466398014111 0.00139567341242134 0.109198998748435
"156" 0.0688622754491007 "0.7" 0.01 "High specificity - RG" 0.0525161063026946 -0.123188405797104 0.152406417112301
"157" 0.0625221875662594 "0.7" 0.08 "Mixture model" 0.0689755236180275 0.0344086007344034 0.102054993028771
"158" 0.0452985586822233 "0.7" 0.08 "Max Youden - RG" 0.0476241783271837 -0.00832729905865304 0.0993355481727576
"159" 0.092105263157892 "0.7" 0.08 "High specificity - RG" 0.0900215299718548 -0.0246478873239449 0.185714285714289
"160" 0.0404725632514787 "0.85" 0.04 "Mixture model" 0.044464973265075 0.0253071732912364 0.0639342136936456
"161" 0.0357819007951532 "0.85" 0.04 "Max Youden - RG" 0.0416563055101253 0.0130168453292495 0.0701851851851853
"162" 0.0274841437632128 "0.85" 0.04 "High specificity - RG" 0.0260367247061212 -0.0248447204968934 0.0669642857142862
"163" 0.0642682338963569 "0.8" 0.04 "Mixture model" 0.0670478644738367 0.0454445090241527 0.0885303774129659
"164" 0.0773528147829824 "0.8" 0.04 "Max Youden - RG" 0.0783996629128554 0.0430537061695519 0.109672197490894
"165" 0.0658482142857145 "0.8" 0.04 "High specificity - RG" 0.0641698114179233 -0.00157232704402498 0.104448742746614
"166" 0.0840763281931343 "0.85" 0.08 "Mixture model" 0.0870278077617673 0.0686505612619439 0.104700343073736
"167" 0.0983369486623283 "0.85" 0.08 "Max Youden - RG" 0.0998373430553122 0.075492748233544 0.124645390070922
"168" 0.0961538461538463 "0.85" 0.08 "High specificity - RG" 0.0945697229840966 0.0658333333333334 0.118679775280898
"169" 0.00456244585655635 "0.75" 0.01 "Mixture model" 0.0151514301765975 6.47409586147421e-09 0.0438055671547827
"170" -0.00509337860780991 "0.75" 0.01 "Max Youden - RG" -0.00295633068170976 -0.0519591141396933 0.0409658166033638
"171" -0.132231404958677 "0.75" 0.01 "High specificity - RG" -0.133382423408167 -0.275280898876405 -0.0158730158730142
"172" 0.047151192371992 "0.75" 0.04 "Mixture model" 0.0573587794868183 0.02544604120396 0.0908681749096223
"173" 0.050346297282898 "0.75" 0.04 "Max Youden - RG" 0.0528865655753488 0.00987383433900178 0.0965588084232148
"174" 0.097727272727272 "0.75" 0.04 "High specificity - RG" 0.098152007230249 0.0418848167539279 0.15843621399177
"175" 0.0493827555433501 "0.7" 0.01 "Mixture model" 0.0577672170351938 0.0177015894755919 0.0956609525589624
"176" 0.0485883125410372 "0.7" 0.01 "Max Youden - RG" 0.052231510637636 -0.00648021828103688 0.106778644271146
"177" 0.0465116279069781 "0.7" 0.01 "High specificity - RG" 0.029150214520975 -0.165094339622645 0.16117216117216
"178" 0.0739181397519995 "0.85" 0.08 "Mixture model" 0.0764931128748038 0.0574292035499196 0.0960879533316233
"179" 0.0844808336434684 "0.85" 0.08 "Max Youden - RG" 0.0860157620023591 0.0598551277163555 0.113333333333333
"180" 0.0701892744479488 "0.85" 0.08 "High specificity - RG" 0.0743020576040447 0.0462633451957303 0.102545968882602
"181" 0.0933031833987873 "0.7" 0.08 "Mixture model" 0.104033553447262 0.0670314666796189 0.142729639884382
"182" 0.126062322946176 "0.7" 0.08 "Max Youden - RG" 0.12215494669603 0.0614422369389255 0.178742310321258
"183" 0.109243697478989 "0.7" 0.08 "High specificity - RG" 0.114322923894994 -0.0231481481481507 0.23046875
"184" 0.0157499961066791 "0.85" 0.01 "Mixture model" 0.0218205801798914 0.00206025269690145 0.039325064451439
"185" 0.00820589332338672 "0.85" 0.01 "Max Youden - RG" 0.00879553322452891 -0.0203767781622452 0.035344189489267
"186" 0.0136861313868618 "0.85" 0.01 "High specificity - RG" 0.0123314281672565 -0.0294736842105266 0.0449251247920139
"187" 0.00733193526657931 "0.8" 0.01 "Mixture model" 0.0119860124942024 6.47409586147421e-09 0.0315382028934156
"188" 0.0206483126110126 "0.8" 0.01 "Max Youden - RG" 0.0231959515029057 -0.013086642599278 0.0586712683347716
"189" -0.0159744408945687 "0.8" 0.01 "High specificity - RG" -0.0104990678610674 -0.0528455284552833 0.0301339285714278
"190" 0.0724933769895963 "0.8" 0.04 "Mixture model" 0.0755356448905334 0.0504463629675801 0.0992706364908237
"191" 0.0945709281961469 "0.8" 0.04 "Max Youden - RG" 0.0929431890838519 0.0567873303167424 0.123499142367067
"192" 0.0128571428571446 "0.8" 0.04 "High specificity - RG" 0.0104999255634902 -0.0544217687074827 0.0567010309278364
"193" 0.0616554067599729 "0.8" 0.08 "Mixture model" 0.0666218665288052 0.0416055925054309 0.0908584391751785
"194" 0.0837730870712401 "0.8" 0.08 "Max Youden - RG" 0.0836923602907329 0.0498244073748901 0.119262119262119
"195" 0.0661577608142506 "0.8" 0.08 "High specificity - RG" 0.0651224700767431 0.0213414634146352 0.108516483516484
"196" 0.0818917081937388 "0.75" 0.08 "Mixture model" 0.0889383811167023 0.049824867822889 0.124292962992213
"197" 0.0966035634743874 "0.75" 0.08 "Max Youden - RG" 0.102306491245598 0.0574419920769665 0.143004115226338
"198" 0.089285714285716 "0.75" 0.08 "High specificity - RG" 0.0848875303571947 -0.037974683544303 0.174267100977198
"199" 0.0651119906022457 "0.7" 0.08 "Mixture model" 0.0729384251984803 0.0351161258320202 0.109148163672352
"200" 0.0625457205559624 "0.7" 0.08 "Max Youden - RG" 0.0604105745893775 -0.00183553597650494 0.116543871399866
"201" 0.0251798561151051 "0.7" 0.08 "High specificity - RG" 0.0303392027832492 -0.0954545454545449 0.13265306122449
"202" 0.107679243347391 "0.75" 0.08 "Mixture model" 0.112142152862457 0.0817899631235956 0.143995383084196
"203" 0.118801089918256 "0.75" 0.08 "Max Youden - RG" 0.115481973248122 0.0725668753557202 0.156759600210416
"204" 0.143442622950818 "0.75" 0.08 "High specificity - RG" 0.128071563899487 0.036423841059606 0.204980842911876
"205" 0.0238873714465713 "0.8" 0.04 "Mixture model" 0.0294330209865887 0.00618678535968001 0.0541934566192876
"206" 0.0288503253796097 "0.8" 0.04 "Max Youden - RG" 0.0322400879847905 -0.000660501981505872 0.0645094806265455
"207" 0.0168539325842678 "0.8" 0.04 "High specificity - RG" 0.0101533925513871 -0.0589743589743583 0.0509999999999988
"208" 0.0217315550998857 "0.85" 0.01 "Mixture model" 0.025428923553879 0.00970387783882644 0.0402656556115611
"209" 0.0231532524807055 "0.85" 0.01 "Max Youden - RG" 0.0234318623569177 -0.0037243947858473 0.0486235252055776
"210" 0.0113043478260876 "0.85" 0.01 "High specificity - RG" 0.00818478675724358 -0.016129032258065 0.0320404721753796
"211" 6.47409586147421e-09 "0.75" 0.01 "Mixture model" 0.00439495087712793 6.47409586147421e-09 0.0243969011921538
"212" -0.0216292134831459 "0.75" 0.01 "Max Youden - RG" -0.0199938630810581 -0.0693097547062179 0.0287325456498387
"213" 0.0109489051094879 "0.75" 0.01 "High specificity - RG" -0.00177164330423554 -0.0926829268292691 0.066666666666666
"214" 0.0106456537295845 "0.85" 0.01 "Mixture model" 0.0159032427517411 6.47409586147421e-09 0.0327886528257676
"215" 0.000754432289701916 "0.85" 0.01 "Max Youden - RG" 0.00578016146036756 -0.0255360623781676 0.034645967436577
"216" 0.00549450549450489 "0.85" 0.01 "High specificity - RG" 0.00850159338488088 -0.0237154150197624 0.0419485791610283
"217" 0.00175744399451608 "0.75" 0.01 "Mixture model" 0.0145350132280355 6.47409586147421e-09 0.0412046017592432
"218" -0.00107526881720418 "0.75" 0.01 "Max Youden - RG" -0.000424189169336309 -0.0480505216913786 0.042080501829587
"219" -0.00476190476190423 "0.75" 0.01 "High specificity - RG" -0.0121286549180654 -0.146258503401359 0.0616740088105709
"220" 0.0240446996336533 "0.8" 0.01 "Mixture model" 0.0308741537373527 0.00593490245069531 0.0528663024917504
"221" 0.0220397579948141 "0.8" 0.01 "Max Youden - RG" 0.0257070823072876 -0.0087989441267048 0.0581597222222221
"222" 0.0152354570637133 "0.8" 0.01 "High specificity - RG" 0.00685789236006224 -0.0714285714285707 0.0579196217494078
"223" 0.0109238180147833 "0.9" 0.01 "Mixture model" 0.0145766028632153 0.00339218578552206 0.0269219953411305
"224" 0.000796178343948957 "0.9" 0.01 "Max Youden - RG" 0.00211801065839734 -0.0199680511182108 0.0232159551262074
"225" 0.0130183220829312 "0.9" 0.01 "High specificity - RG" 0.0104871636196397 -0.0136986301369862 0.0262681159420291
"226" 0.0682961307961343 "0.7" 0.08 "Mixture model" 0.075980518849889 0.0353544640683526 0.116118131005245
"227" 0.094658553076403 "0.7" 0.08 "Max Youden - RG" 0.0993683281790838 0.0466130114017439 0.150943396226415
"228" 0.0288461538461508 "0.7" 0.08 "High specificity - RG" 0.0278249845398035 -0.0916666666666657 0.12182741116751
"229" 0.0371195328644353 "0.85" 0.04 "Mixture model" 0.0402053229676626 0.0195596161839911 0.0588874145948324
"230" 0.0432924563359344 "0.85" 0.04 "Max Youden - RG" 0.0453126020104852 0.0176492677431466 0.0721668512366185
"231" 0.039047619047619 "0.85" 0.04 "High specificity - RG" 0.0356332779164646 -0.00596658711217117 0.0736754966887409
"232" 0.0264319283798333 "0.7" 0.04 "Mixture model" 0.0368983476552736 6.47409586147421e-09 0.0775073398392903
"233" 0.0239268121041525 "0.7" 0.04 "Max Youden - RG" 0.0413554158064838 -0.017229002153625 0.0979270907791283
"234" -0.0672268907563043 "0.7" 0.04 "High specificity - RG" -0.0811883365669912 -0.30921052631579 0.0620155038759707
